#Bin Center	Bin Content	Bin Error
0.500000000000000	0.000000000000000	0.000000000000000
1.500000000000000	0.000000000000000	0.000000000000000
2.500000000000000	0.000000000000000	0.000000000000000
3.500000000000000	0.000000000000000	0.000000000000000
4.500000000000000	0.000000000000000	0.000000000000000
5.500000000000000	0.000000000000000	0.000000000000000
6.500000000000000	0.000000000000000	0.000000000000000
7.500000000000000	0.000000000000000	0.000000000000000
8.500000000000000	0.000000000000000	0.000000000000000
9.500000000000000	0.000000000000000	0.000000000000000
10.500000000000000	0.000000000000000	0.000000000000000
11.500000000000000	0.000000000000000	0.000000000000000
12.500000000000000	0.000000000000000	0.000000000000000
13.500000000000000	0.000000000000000	0.000000000000000
14.500000000000000	0.000000000000000	0.000000000000000
15.500000000000000	0.000000000000000	0.000000000000000
16.500000000000000	0.000000000000000	0.000000000000000
17.500000000000000	0.000000000000000	0.000000000000000
18.500000000000000	0.000000000000000	0.000000000000000
19.500000000000000	0.000000000000000	0.000000000000000
20.500000000000000	0.000000000000000	0.000000000000000
21.500000000000000	0.000000000000000	0.000000000000000
22.500000000000000	0.000000000000000	0.000000000000000
23.500000000000000	0.000000000000000	0.000000000000000
24.500000000000000	0.000000000000000	0.000000000000000
25.500000000000000	0.000000000000000	0.000000000000000
26.500000000000000	0.000000000000000	0.000000000000000
27.500000000000000	0.000000000000000	0.000000000000000
28.500000000000000	0.000000000000000	0.000000000000000
29.500000000000000	0.000000000000000	0.000000000000000
30.500000000000000	0.000000000000000	0.000000000000000
31.500000000000000	0.000000000000000	0.000000000000000
32.500000000000000	0.000000000000000	0.000000000000000
33.500000000000000	0.000000000000000	0.000000000000000
34.500000000000000	0.000000000000000	0.000000000000000
35.500000000000000	0.000000000000000	0.000000000000000
36.500000000000000	0.000000000000000	0.000000000000000
37.500000000000000	0.000000000000000	0.000000000000000
38.500000000000000	0.000000000000000	0.000000000000000
39.500000000000000	0.000000000000000	0.000000000000000
40.500000000000000	0.000000000000000	0.000000000000000
41.500000000000000	0.000000000000000	0.000000000000000
42.500000000000000	0.000000000000000	0.000000000000000
43.500000000000000	0.000000000000000	0.000000000000000
44.500000000000000	0.000000000000000	0.000000000000000
45.500000000000000	0.000000000000000	0.000000000000000
46.500000000000000	0.000000000000000	0.000000000000000
47.500000000000000	0.000000000000000	0.000000000000000
48.500000000000000	0.000000000000000	0.000000000000000
49.500000000000000	0.000000000000000	0.000000000000000
50.500000000000000	138290.000000000000000	371.873634451274313
51.500000000000000	138943.000000000000000	372.750586853998129
52.500000000000000	139111.000000000000000	372.975870533202169
53.500000000000000	139528.000000000000000	373.534469627636895
54.500000000000000	139561.000000000000000	373.578639646326678
55.500000000000000	140102.000000000000000	374.302017093149004
56.500000000000000	139935.000000000000000	374.078868689478384
57.500000000000000	140541.000000000000000	374.887983269669519
58.500000000000000	141426.000000000000000	376.066483483971240
59.500000000000000	141298.000000000000000	375.896262285221439
60.500000000000000	141758.000000000000000	376.507636044742128
61.500000000000000	142677.000000000000000	377.726091235434808
62.500000000000000	143081.000000000000000	378.260492253684902
63.500000000000000	144205.000000000000000	379.743334372046604
64.500000000000000	143868.000000000000000	379.299354072742915
65.500000000000000	144666.000000000000000	380.349838964077890
66.500000000000000	144568.000000000000000	380.220988373866589
67.500000000000000	144777.000000000000000	380.495729279580758
68.500000000000000	145776.000000000000000	381.806233579285617
69.500000000000000	144706.000000000000000	380.402418499146791
70.500000000000000	145167.000000000000000	381.007873934384747
71.500000000000000	145967.000000000000000	382.056278576860961
72.500000000000000	146165.000000000000000	382.315314890732566
73.500000000000000	145886.000000000000000	381.950258541606445
74.500000000000000	146446.000000000000000	382.682636136002372
75.500000000000000	146229.000000000000000	382.399006274859460
76.500000000000000	147067.000000000000000	383.493155088848994
77.500000000000000	146725.000000000000000	383.046994505896123
78.500000000000000	146310.000000000000000	382.504901929373943
79.500000000000000	146253.000000000000000	382.430385822047356
80.500000000000000	147102.000000000000000	383.538785522403202
81.500000000000000	146514.000000000000000	382.771472291235398
82.500000000000000	146788.000000000000000	383.129221020793466
83.500000000000000	146004.000000000000000	382.104697694231447
84.500000000000000	146864.000000000000000	383.228391432576416
85.500000000000000	147102.000000000000000	383.538785522403202
86.500000000000000	146518.000000000000000	382.776697305361040
87.500000000000000	146108.000000000000000	382.240761824272226
88.500000000000000	146175.000000000000000	382.328392877118119
89.500000000000000	145643.000000000000000	381.632021717255782
90.500000000000000	146037.000000000000000	382.147877136586999
91.500000000000000	146073.000000000000000	382.194976419104705
92.500000000000000	146548.000000000000000	382.815882638116250
93.500000000000000	145843.000000000000000	381.893964340888715
94.500000000000000	145497.000000000000000	381.440690016154406
95.500000000000000	145295.000000000000000	381.175812454043296
96.500000000000000	145983.000000000000000	382.077217326550340
97.500000000000000	145557.000000000000000	381.519331096079611
98.500000000000000	145871.000000000000000	381.930621972106337
99.500000000000000	145620.000000000000000	381.601886787788317
100.500000000000000	145358.000000000000000	381.258442529473712
101.500000000000000	145104.000000000000000	380.925189505761068
102.500000000000000	144946.000000000000000	380.717743216677491
103.500000000000000	145035.000000000000000	380.834609771748546
104.500000000000000	145137.000000000000000	380.968502635060361
105.500000000000000	145379.000000000000000	381.285981908593101
106.500000000000000	144590.000000000000000	380.249917817216613
107.500000000000000	145494.000000000000000	381.436757536554126
108.500000000000000	144938.000000000000000	380.707236600514307
109.500000000000000	144908.000000000000000	380.667834207199576
110.500000000000000	144406.000000000000000	380.007894654834786
111.500000000000000	144444.000000000000000	380.057890327249993
112.500000000000000	144216.000000000000000	379.757817562719822
