Bin Center (keV),det00,err00,det01,err01,det02,err02,det03,err03,det04,err04,det05,err05,det10,err10,det11,err11,det12,err12,det13,err13,det14,err14,det15,err15,all,err
61.5,6.34023e-07,1.66862e-07,3.00078e-07,1.23739e-07,0,0,4.70813e-07,1.35805e-07,4.86334e-07,1.38441e-07,4.59882e-07,1.40421e-07,6.45626e-07,1.61694e-07,5.12203e-07,1.46428e-07,7.39849e-07,1.60887e-07,5.43246e-07,1.59046e-07,4.91508e-07,1.57354e-07,7.68212e-07,1.7198e-07,6.5812e-06,5.47962e-07
62.5,7.28831e-07,1.71429e-07,4.44944e-07,1.44865e-07,0,0,3.77685e-07,1.40456e-07,7.1398e-07,1.61302e-07,3.97171e-07,1.32619e-07,3.95168e-07,1.51302e-07,6.41547e-07,1.54868e-07,6.36373e-07,1.62542e-07,7.81239e-07,1.7461e-07,2.3282e-07,1.34418e-07,5.06916e-07,1.48089e-07,6.37391e-06,5.52661e-07
63.5,3.08124e-07,1.46108e-07,5.63941e-07,1.50929e-07,0,0,5.69114e-07,1.56073e-07,2.01777e-07,1.08649e-07,3.50138e-07,1.33543e-07,3.72905e-07,1.45457e-07,6.41547e-07,1.57439e-07,4.60465e-07,1.41784e-07,6.20852e-07,1.60303e-07,5.84636e-07,1.65803e-07,2.97878e-07,1.31482e-07,5.45266e-06,5.29062e-07
64.5,8.82892e-07,1.89337e-07,4.65639e-07,1.4995e-07,0,0,4.70813e-07,1.44403e-07,4.03554e-07,1.34119e-07,4.4943e-07,1.37671e-07,5.67706e-07,1.57226e-07,4.03554e-07,1.31091e-07,6.46721e-07,1.59885e-07,7.76065e-07,1.79225e-07,3.9838e-07,1.48425e-07,7.47309e-07,1.62509e-07,6.7309e-06,5.57975e-07
65.5,4.50334e-07,1.5722e-07,6.20852e-07,1.60303e-07,0,0,3.77685e-07,1.40456e-07,6.05331e-07,1.55471e-07,4.02397e-07,1.41487e-07,3.89602e-07,1.51405e-07,3.93206e-07,1.37276e-07,6.51895e-07,1.6717e-07,6.62242e-07,1.67009e-07,6.51895e-07,1.6717e-07,1.82908e-07,1.27474e-07,5.89601e-06,5.52451e-07
66.5,6.39949e-07,1.72958e-07,4.55292e-07,1.41878e-07,0,0,2.84557e-07,1.20783e-07,3.25947e-07,1.38537e-07,2.45619e-07,1.29388e-07,5.39877e-07,1.69092e-07,6.41547e-07,1.6733e-07,3.156e-07,1.32816e-07,4.44944e-07,1.58118e-07,4.50118e-07,1.4752e-07,4.23301e-07,1.35169e-07,5.16477e-06,5.31563e-07
67.5,6.69576e-07,1.78454e-07,2.58688e-07,1.24601e-07,0,0,6.36373e-07,1.64994e-07,7.91586e-07,1.64994e-07,3.03104e-07,1.3446e-07,7.12415e-07,1.74413e-07,6.67416e-07,1.5955e-07,5.07029e-07,1.51901e-07,5.63941e-07,1.66125e-07,7.29501e-07,1.75375e-07,4.96464e-07,1.58941e-07,6.89212e-06,5.78167e-07
68.5,4.14782e-07,1.64425e-07,3.93206e-07,1.45786e-07,0,0,5.94983e-07,1.58202e-07,6.00157e-07,1.65561e-07,3.86719e-07,1.29704e-07,4.00733e-07,1.54242e-07,4.13901e-07,1.45419e-07,3.00078e-07,1.41878e-07,4.44944e-07,1.47611e-07,5.58767e-07,1.63772e-07,6.58468e-07,1.71264e-07,5.64843e-06,5.56428e-07
69.5,5.80694e-07,1.67806e-07,6.20852e-07,1.62789e-07,0,0,4.86334e-07,1.46884e-07,5.58767e-07,1.51017e-07,2.03811e-07,1.20424e-07,5.67706e-07,1.68634e-07,5.38072e-07,1.54001e-07,6.51895e-07,1.69554e-07,6.46721e-07,1.71984e-07,5.27724e-07,1.59298e-07,2.66523e-07,1.411e-07,6.15512e-06,5.65353e-07
70.5,5.33291e-07,1.77764e-07,6.41547e-07,1.6246e-07,0,0,6.15678e-07,1.60387e-07,1.96603e-07,1.29033e-07,3.86719e-07,1.44637e-07,4.34128e-07,1.47466e-07,5.43246e-07,1.51283e-07,4.3977e-07,1.44958e-07,4.96682e-07,1.59802e-07,5.22551e-07,1.54262e-07,4.59882e-07,1.56952e-07,5.74631e-06,5.55921e-07
