Bin Center (keV),det00,err00,det01,err01,det02,err02,det03,err03,det04,err04,det05,err05,det10,err10,det11,err11,det12,err12,det13,err13,det14,err14,det15,err15,all,err
32.5,9.24371e-07,1.94189e-07,8.84714e-07,1.86471e-07,0,0,7.1398e-07,1.68604e-07,7.81239e-07,1.96262e-07,1.21764e-06,2.25806e-07,8.84953e-07,1.99204e-07,6.88111e-07,1.73688e-07,8.58845e-07,1.93169e-07,9.41626e-07,2.21205e-07,1.00888e-06,2.14883e-07,1.09745e-06,1.96234e-07,1.09053e-05,7.16982e-07
33.5,1.03695e-06,2.13234e-07,7.9676e-07,1.76667e-07,0,0,6.93285e-07,1.64099e-07,9.8819e-07,2.01644e-07,4.80786e-07,1.76293e-07,8.29295e-07,1.85515e-07,7.9676e-07,1.76667e-07,9.57147e-07,2.02042e-07,8.7954e-07,2.12692e-07,1.01406e-06,2.09138e-07,8.98861e-07,1.79365e-07,1.02029e-05,6.91611e-07
34.5,7.76234e-07,1.7963e-07,5.32898e-07,1.56672e-07,0,0,8.32977e-07,1.71516e-07,8.7954e-07,1.88683e-07,5.85305e-07,1.83876e-07,6.56757e-07,1.85599e-07,8.48498e-07,1.73611e-07,8.27803e-07,1.91499e-07,4.13901e-07,1.7997e-07,8.07108e-07,1.9796e-07,9.56346e-07,1.83057e-07,8.85554e-06,6.56796e-07
35.5,8.76967e-07,1.97594e-07,9.36452e-07,1.76894e-07,0,0,9.67495e-07,1.85319e-07,7.39849e-07,1.75222e-07,8.51827e-07,1.8893e-07,7.45809e-07,1.84259e-07,6.62242e-07,1.57099e-07,7.81239e-07,1.7915e-07,7.60544e-07,1.92406e-07,8.01934e-07,1.98028e-07,8.30924e-07,1.71025e-07,9.76527e-06,6.6037e-07
36.5,7.40682e-07,1.83115e-07,8.58845e-07,1.80267e-07,0,0,7.81239e-07,1.67569e-07,9.62321e-07,1.93861e-07,8.62279e-07,1.90943e-07,8.68256e-07,1.9232e-07,7.76065e-07,1.70027e-07,7.29501e-07,1.82114e-07,7.5537e-07,1.96603e-07,6.77764e-07,1.8932e-07,1.03474e-06,1.88569e-07,9.87467e-06,6.7036e-07
37.5,8.53265e-07,1.87004e-07,8.17455e-07,1.8086e-07,0,0,7.34675e-07,1.68287e-07,9.41626e-07,1.89955e-07,7.8389e-07,1.78754e-07,7.62507e-07,1.84006e-07,9.31278e-07,1.81451e-07,7.29501e-07,1.7307e-07,9.31278e-07,2.06303e-07,5.79462e-07,1.75298e-07,8.77957e-07,1.75049e-07,9.75376e-06,6.58913e-07
38.5,1.09621e-06,1.99627e-07,7.19154e-07,1.70891e-07,0,0,5.43246e-07,1.45878e-07,8.74367e-07,1.82261e-07,7.73438e-07,1.87843e-07,7.40244e-07,1.81805e-07,7.50196e-07,1.68048e-07,6.7259e-07,1.71594e-07,6.88111e-07,1.84885e-07,1.12271e-06,2.11619e-07,8.83183e-07,1.74971e-07,9.63284e-06,6.52619e-07
39.5,8.23638e-07,1.87473e-07,7.60544e-07,1.74916e-07,0,0,4.50118e-07,1.41973e-07,8.17455e-07,1.7175e-07,5.80079e-07,1.67638e-07,5.84403e-07,1.62744e-07,8.32977e-07,1.66769e-07,7.50196e-07,1.77348e-07,9.41626e-07,2.04216e-07,7.81239e-07,1.87901e-07,7.68212e-07,1.69581e-07,8.82675e-06,6.31447e-07
40.5,6.16247e-07,1.67178e-07,7.65718e-07,1.70185e-07,0,0,5.74288e-07,1.50751e-07,7.39849e-07,1.75222e-07,6.32338e-07,1.71662e-07,5.39877e-07,1.63504e-07,9.46799e-07,1.76743e-07,6.57068e-07,1.67089e-07,1.09684e-06,2.02241e-07,6.26026e-07,1.7461e-07,7.36857e-07,1.60139e-07,8.6828e-06,6.20992e-07
41.5,7.34756e-07,1.74374e-07,6.41547e-07,1.57439e-07,0,0,8.12281e-07,1.67089e-07,6.51895e-07,1.62295e-07,4.70334e-07,1.6192e-07,5.51008e-07,1.60444e-07,5.89809e-07,1.5313e-07,6.15678e-07,1.55299e-07,7.86413e-07,1.81303e-07,6.36373e-07,1.79e-07,6.06208e-07,1.46326e-07,7.73852e-06,5.92693e-07
42.5,6.69576e-07,1.7245e-07,5.79462e-07,1.55901e-07,0,0,6.98459e-07,1.59046e-07,7.34675e-07,1.70656e-07,4.4943e-07,1.57126e-07,7.01283e-07,1.79835e-07,8.22629e-07,1.64506e-07,8.01934e-07,1.71984e-07,7.08806e-07,1.73379e-07,1.12271e-06,2.03888e-07,7.42083e-07,1.60054e-07,8.77493e-06,6.16545e-07
43.5,5.09589e-07,1.59438e-07,8.27803e-07,1.71594e-07,0,0,7.29501e-07,1.55987e-07,5.32898e-07,1.5146e-07,7.26405e-07,1.74971e-07,8.01467e-07,1.83416e-07,7.60544e-07,1.6548e-07,5.58767e-07,1.51017e-07,7.81239e-07,1.72295e-07,7.91586e-07,1.8123e-07,6.4279e-07,1.51191e-07,8.37764e-06,5.99616e-07
44.5,8.76967e-07,1.80896e-07,6.88111e-07,1.59214e-07,0,0,6.20852e-07,1.47248e-07,5.27724e-07,1.51548e-07,5.22593e-07,1.55905e-07,4.95351e-07,1.61406e-07,5.58767e-07,1.45603e-07,8.84714e-07,1.75375e-07,4.34596e-07,1.47792e-07,8.01934e-07,1.83286e-07,7.31631e-07,1.55026e-07,7.77307e-06,5.80656e-07
45.5,4.14782e-07,1.43929e-07,4.91508e-07,1.41216e-07,0,0,7.50196e-07,1.58202e-07,4.70813e-07,1.44403e-07,5.0169e-07,1.56255e-07,8.79387e-07,1.8223e-07,5.27724e-07,1.46153e-07,9.46799e-07,1.8123e-07,7.34675e-07,1.68287e-07,5.69114e-07,1.63609e-07,4.23301e-07,1.32104e-07,7.32971e-06,5.68161e-07
46.5,6.87353e-07,1.62707e-07,6.82937e-07,1.54175e-07,0,0,5.79462e-07,1.45235e-07,3.5699e-07,1.32007e-07,8.51827e-07,1.82309e-07,4.11865e-07,1.44709e-07,4.8116e-07,1.44217e-07,8.3815e-07,1.73765e-07,6.51895e-07,1.6475e-07,1.05545e-06,1.9877e-07,6.89823e-07,1.50376e-07,7.96307e-06,5.81426e-07
47.5,8.17712e-07,1.78945e-07,5.53593e-07,1.51106e-07,0,0,7.1398e-07,1.58793e-07,6.51895e-07,1.57269e-07,4.70334e-07,1.56778e-07,7.23546e-07,1.6322e-07,6.20852e-07,1.4995e-07,6.77764e-07,1.56843e-07,7.1398e-07,1.63772e-07,7.70891e-07,1.77046e-07,7.36857e-07,1.5756e-07,8.10702e-06,5.82423e-07
48.5,7.52533e-07,1.77071e-07,6.77764e-07,1.56843e-07,0,0,5.69114e-07,1.45419e-07,5.69114e-07,1.5084e-07,4.12849e-07,1.55114e-07,9.46176e-07,1.83754e-07,5.89809e-07,1.47792e-07,1.00371e-06,1.89108e-07,6.67416e-07,1.5955e-07,6.93285e-07,1.66528e-07,8.04794e-07,1.64098e-07,8.36036e-06,5.91349e-07
49.5,5.56993e-07,1.51766e-07,3.156e-07,1.26625e-07,0,0,7.65718e-07,1.65399e-07,4.91508e-07,1.44032e-07,2.87426e-07,1.31689e-07,6.62323e-07,1.69824e-07,8.74367e-07,1.68525e-07,4.60465e-07,1.50039e-07,6.312e-07,1.57609e-07,3.88033e-07,1.40265e-07,6.58468e-07,1.48181e-07,6.63877e-06,5.45841e-07
50.5,6.45874e-07,1.66652e-07,6.62242e-07,1.57099e-07,0,0,5.53593e-07,1.45695e-07,3.5699e-07,1.25777e-07,6.1666e-07,1.56952e-07,4.56391e-07,1.47045e-07,4.3977e-07,1.44958e-07,4.70813e-07,1.35805e-07,4.24249e-07,1.42443e-07,6.77764e-07,1.76136e-07,5.17368e-07,1.39347e-07,6.33937e-06,5.40101e-07
51.5,5.09589e-07,1.52688e-07,4.8116e-07,1.44217e-07,0,0,4.44944e-07,1.30272e-07,6.62242e-07,1.57099e-07,5.90531e-07,1.62509e-07,8.12598e-07,1.75475e-07,5.58767e-07,1.45603e-07,4.34596e-07,1.39404e-07,5.17377e-07,1.49055e-07,6.98459e-07,1.73533e-07,9.14539e-07,1.72139e-07,7.22031e-06,5.61676e-07
52.5,5.68843e-07,1.51534e-07,8.07108e-07,1.6717e-07,0,0,6.41547e-07,1.49593e-07,6.26026e-07,1.55127e-07,6.06208e-07,1.64762e-07,7.51375e-07,1.65575e-07,4.96682e-07,1.41122e-07,1.96603e-07,1.05016e-07,4.60465e-07,1.44588e-07,4.55292e-07,1.57948e-07,7.31631e-07,1.55026e-07,6.90363e-06,5.48083e-07
53.5,4.74036e-07,1.46348e-07,9.00236e-07,1.72838e-07,0,0,5.12203e-07,1.40837e-07,4.8116e-07,1.38537e-07,3.44912e-07,1.36676e-07,3.45076e-07,1.32647e-07,7.19154e-07,1.56159e-07,3.31121e-07,1.26308e-07,5.58767e-07,1.51017e-07,9.46799e-07,1.91988e-07,6.79372e-07,1.50558e-07,6.89788e-06,5.46296e-07
54.5,3.259e-07,1.3447e-07,6.20852e-07,1.52604e-07,0,0,4.24249e-07,1.24386e-07,5.79462e-07,1.53304e-07,4.59882e-07,1.46139e-07,7.51375e-07,1.68358e-07,3.77685e-07,1.2535e-07,7.81239e-07,1.62707e-07,4.75987e-07,1.4431e-07,4.96682e-07,1.62295e-07,7.26405e-07,1.57733e-07,6.5812e-06,5.39733e-07
55.5,7.70309e-07,1.70711e-07,6.05331e-07,1.4752e-07,0,0,4.08728e-07,1.3402e-07,3.36295e-07,1.29344e-07,2.14263e-07,1.20197e-07,8.73821e-07,1.77145e-07,5.01855e-07,1.41027e-07,5.32898e-07,1.40456e-07,6.51895e-07,1.57269e-07,5.2255e-07,1.59382e-07,5.22593e-07,1.39249e-07,6.42573e-06,5.32217e-07
56.5,7.76234e-07,1.73667e-07,4.55292e-07,1.44681e-07,0,0,6.36373e-07,1.49682e-07,7.19154e-07,1.56159e-07,5.38271e-07,1.47534e-07,2.83853e-07,1.30409e-07,6.57068e-07,1.51989e-07,4.96682e-07,1.43939e-07,6.98459e-07,1.68842e-07,5.2255e-07,1.59382e-07,6.89823e-07,1.47627e-07,7.05909e-06,5.51791e-07
57.5,5.03664e-07,1.52803e-07,8.53672e-07,1.68842e-07,0,0,3.9838e-07,1.31194e-07,3.41469e-07,1.35312e-07,3.55364e-07,1.23889e-07,6.12231e-07,1.59379e-07,7.08806e-07,1.5633e-07,5.58767e-07,1.48335e-07,1.44865e-07,1.13587e-07,6.00157e-07,1.65561e-07,4.7556e-07,1.40129e-07,6.05147e-06,5.27682e-07
58.5,2.84422e-07,1.35381e-07,3.62164e-07,1.2567e-07,0,0,3.51816e-07,1.25883e-07,3.00078e-07,1.23739e-07,2.09037e-07,1.16855e-07,4.95351e-07,1.55542e-07,4.50118e-07,1.36199e-07,3.05252e-07,1.26836e-07,7.5537e-07,1.77272e-07,6.7259e-07,1.64425e-07,7.73438e-07,1.62088e-07,5.42963e-06,5.14899e-07
59.5,3.9108e-07,1.40722e-07,6.20852e-07,1.57779e-07,0,0,4.55292e-07,1.41878e-07,6.312e-07,1.5504e-07,5.0169e-07,1.48181e-07,4.61956e-07,1.53134e-07,6.05331e-07,1.50218e-07,3.88033e-07,1.40265e-07,3.31121e-07,1.38441e-07,9.62321e-07,1.81008e-07,3.50138e-07,1.33543e-07,6.24148e-06,5.42459e-07
60.5,4.02931e-07,1.4778e-07,4.91508e-07,1.41216e-07,0,0,7.60544e-07,1.60554e-07,4.86334e-07,1.38441e-07,6.21886e-07,1.54231e-07,4.45259e-07,1.44066e-07,3.156e-07,1.29757e-07,6.77764e-07,1.66769e-07,3.31121e-07,1.44124e-07,6.36373e-07,1.64994e-07,6.63694e-07,1.53522e-07,6.38543e-06,5.43528e-07
61.5,4.91813e-07,1.53033e-07,5.32898e-07,1.43286e-07,0,0,4.65639e-07,1.35904e-07,3.62164e-07,1.28826e-07,3.91945e-07,1.29599e-07,5.56574e-07,1.54443e-07,4.65639e-07,1.41689e-07,6.93285e-07,1.5913e-07,4.91508e-07,1.52165e-07,4.65639e-07,1.52604e-07,7.68212e-07,1.69581e-07,6.20118e-06,5.34362e-07
62.5,6.93278e-07,1.68953e-07,3.20774e-07,1.35707e-07,0,0,2.69036e-07,1.27573e-07,8.01934e-07,1.64831e-07,3.97171e-07,1.35673e-07,4.45259e-07,1.56436e-07,7.03632e-07,1.58962e-07,6.51895e-07,1.62295e-07,7.34675e-07,1.72993e-07,2.94905e-07,1.41973e-07,3.86719e-07,1.38857e-07,6.20118e-06,5.4905e-07
63.5,3.61453e-07,1.4861e-07,6.57068e-07,1.54608e-07,0,0,6.57068e-07,1.64669e-07,2.63862e-07,1.17867e-07,3.55364e-07,1.30334e-07,3.7847e-07,1.42117e-07,6.10505e-07,1.5278e-07,4.08728e-07,1.36983e-07,6.10505e-07,1.6047e-07,5.53593e-07,1.61385e-07,4.86012e-07,1.45671e-07,5.85571e-06,5.34362e-07
64.5,9.1252e-07,1.94369e-07,4.55292e-07,1.50128e-07,0,0,4.65639e-07,1.41689e-07,3.00078e-07,1.23739e-07,4.65108e-07,1.40324e-07,5.2318e-07,1.52017e-07,3.93206e-07,1.31295e-07,6.93285e-07,1.61634e-07,7.34675e-07,1.75298e-07,4.03554e-07,1.51017e-07,5.59175e-07,1.49921e-07,6.39119e-06,5.50768e-07
